product_name,category,brand,product_id,standard_cost,create_date,update_date
27 GB DDR4 RAM,Computer Case,Hynix,237,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
22 Fans Cabinet,Cabinet,Asus,238,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
21 TB HDD,HDD,Western Digital,239,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
531 GB M.2,SSD,Samsung,240,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3519,CPU,Intel,241,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 GB DDR4 RAM,Computer Case,Hynix,242,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
21 TB HDD,HDD,Seagate,243,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
20 TB SSD,SSD,Samsung,244,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
23 GB DDR4 Ram,Computer Case,Hynix,245,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 GB DDR4 RAM,RAM,Samsung,246,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
276 GB SSD,SSD,Samsung,247,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 GB DDR4 RAM,NIC,Hynix,248,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
23 Fans Cabinet,Cabinet,Asus,249,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
22 TB HDD,HDD,Western Digital,250,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
532 GB M.2,SSD,Samsung,251,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3520,CPU,Intel,252,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 GB DDR4 RAM,NIC,Hynix,253,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
22 TB HDD,HDD,Seagate,254,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
21 TB SSD,SSD,Samsung,255,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
24 GB DDR4 Ram,NIC,Hynix,256,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 GB DDR4 RAM,RAM,Samsung,257,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
277 GB SSD,SSD,Samsung,258,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 GB DDR4 RAM,RAM,Hynix,259,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
24 Fans Cabinet,Cabinet,Asus,260,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
23 TB HDD,HDD,Western Digital,261,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
533 GB M.2,SSD,Samsung,262,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3521,CPU,Intel,263,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 GB DDR4 RAM,RAM,Hynix,264,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
23 TB HDD,HDD,Seagate,265,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
22 TB SSD,SSD,Samsung,266,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
25 GB DDR4 Ram,RAM,Hynix,267,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 GB DDR4 RAM,RAM,Samsung,268,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
278 GB SSD,SSD,Samsung,269,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 GB DDR4 RAM,Computer Case,Hynix,270,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
25 Fans Cabinet,Cabinet,Asus,271,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
24 TB HDD,HDD,Western Digital,272,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
534 GB M.2,SSD,Samsung,273,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3522,CPU,Intel,274,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 GB DDR4 RAM,Computer Case,Hynix,275,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
24 TB HDD,HDD,Seagate,276,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
23 TB SSD,SSD,Samsung,277,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
26 GB DDR4 Ram,Computer Case,Hynix,278,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 GB DDR4 RAM,RAM,Samsung,279,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
279 GB SSD,SSD,Samsung,280,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 GB DDR4 RAM,NIC,Hynix,281,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
26 Fans Cabinet,Cabinet,Asus,282,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
25 TB HDD,HDD,Western Digital,283,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
535 GB M.2,SSD,Samsung,284,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3523,CPU,Intel,285,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 GB DDR4 RAM,NIC,Hynix,286,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
25 TB HDD,HDD,Seagate,287,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
24 TB SSD,SSD,Samsung,288,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 GB DDR4 Ram,NIC,Hynix,289,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 GB DDR4 RAM,RAM,Samsung,290,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
280 GB SSD,SSD,Samsung,291,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 GB DDR4 RAM,RAM,Hynix,292,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 Fans Cabinet,Cabinet,Asus,293,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
26 TB HDD,HDD,Western Digital,294,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
536 GB M.2,SSD,Samsung,295,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3524,CPU,Intel,296,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 GB DDR4 RAM,RAM,Hynix,297,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
26 TB HDD,HDD,Seagate,298,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
25 TB SSD,SSD,Samsung,299,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 GB DDR4 Ram,RAM,Hynix,300,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 GB DDR4 RAM,RAM,Samsung,301,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
281 GB SSD,SSD,Samsung,302,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 GB DDR4 RAM,Computer Case,Hynix,303,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 Fans Cabinet,Cabinet,Asus,304,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 TB HDD,HDD,Western Digital,305,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
537 GB M.2,SSD,Samsung,306,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3525,CPU,Intel,307,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 GB DDR4 RAM,Computer Case,Hynix,308,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 TB HDD,HDD,Seagate,309,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
26 TB SSD,SSD,Samsung,310,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 GB DDR4 Ram,Computer Case,Hynix,311,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 GB DDR4 RAM,RAM,Samsung,312,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
282 GB SSD,SSD,Samsung,313,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 GB DDR4 RAM,NIC,Hynix,314,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 Fans Cabinet,Cabinet,Asus,315,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 TB HDD,HDD,Western Digital,316,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
538 GB M.2,SSD,Samsung,317,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3526,CPU,Intel,318,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 GB DDR4 RAM,NIC,Hynix,319,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 TB HDD,HDD,Seagate,320,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
27 TB SSD,SSD,Samsung,321,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 GB DDR4 Ram,NIC,Hynix,322,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 GB DDR4 RAM,RAM,Samsung,323,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
283 GB SSD,SSD,Samsung,324,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 GB DDR4 RAM,RAM,Hynix,325,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 Fans Cabinet,Cabinet,Asus,326,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 TB HDD,HDD,Western Digital,327,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
539 GB M.2,SSD,Samsung,328,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3527,CPU,Intel,329,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
43 GB DDR4 RAM,RAM,Hynix,330,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 TB HDD,HDD,Seagate,331,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
28 TB SSD,SSD,Samsung,332,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 GB DDR4 Ram,RAM,Hynix,333,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 GB DDR4 RAM,RAM,Samsung,334,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
284 GB SSD,SSD,Samsung,335,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 GB DDR4 RAM,Computer Case,Hynix,336,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 Fans Cabinet,Cabinet,Asus,337,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 TB HDD,HDD,Western Digital,338,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
540 GB M.2,SSD,Samsung,339,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3528,CPU,Intel,340,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
44 GB DDR4 RAM,Computer Case,Hynix,341,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 TB HDD,HDD,Seagate,342,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
29 TB SSD,SSD,Samsung,343,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 GB DDR4 Ram,Computer Case,Hynix,344,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 GB DDR4 RAM,RAM,Samsung,345,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
285 GB SSD,SSD,Samsung,346,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 GB DDR4 RAM,NIC,Hynix,347,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 Fans Cabinet,Cabinet,Asus,348,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 TB HDD,HDD,Western Digital,349,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
541 GB M.2,SSD,Samsung,350,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3529,CPU,Intel,351,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
45 GB DDR4 RAM,NIC,Hynix,352,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 TB HDD,HDD,Seagate,353,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
30 TB SSD,SSD,Samsung,354,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 GB DDR4 Ram,NIC,Hynix,355,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 GB DDR4 RAM,RAM,Samsung,356,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
286 GB SSD,SSD,Samsung,357,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 GB DDR4 RAM,RAM,Hynix,358,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 Fans Cabinet,Cabinet,Asus,359,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 TB HDD,HDD,Western Digital,360,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
542 GB M.2,SSD,Samsung,361,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3530,CPU,Intel,362,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
46 GB DDR4 RAM,RAM,Hynix,363,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 TB HDD,HDD,Seagate,364,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
31 TB SSD,SSD,Samsung,365,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 GB DDR4 Ram,RAM,Hynix,366,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 GB DDR4 RAM,RAM,Samsung,367,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
287 GB SSD,SSD,Samsung,368,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 GB DDR4 RAM,Computer Case,Hynix,369,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 Fans Cabinet,Cabinet,Asus,370,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 TB HDD,HDD,Western Digital,371,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
543 GB M.2,SSD,Samsung,372,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3531,CPU,Intel,373,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
47 GB DDR4 RAM,Computer Case,Hynix,374,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 TB HDD,HDD,Seagate,375,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
32 TB SSD,SSD,Samsung,376,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 GB DDR4 Ram,Computer Case,Hynix,377,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 GB DDR4 RAM,RAM,Samsung,378,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
288 GB SSD,SSD,Samsung,379,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 GB DDR4 RAM,NIC,Hynix,380,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 Fans Cabinet,Cabinet,Asus,381,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 TB HDD,HDD,Western Digital,382,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
544 GB M.2,SSD,Samsung,383,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3532,CPU,Intel,384,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
48 GB DDR4 RAM,NIC,Hynix,385,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 TB HDD,HDD,Seagate,386,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
33 TB SSD,SSD,Samsung,387,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 GB DDR4 Ram,NIC,Hynix,388,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 GB DDR4 RAM,RAM,Samsung,389,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
289 GB SSD,SSD,Samsung,390,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 GB DDR4 RAM,RAM,Hynix,391,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 Fans Cabinet,Cabinet,Asus,392,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 TB HDD,HDD,Western Digital,393,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
545 GB M.2,SSD,Samsung,394,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3533,CPU,Intel,395,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
49 GB DDR4 RAM,RAM,Hynix,396,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 TB HDD,HDD,Seagate,397,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
34 TB SSD,SSD,Samsung,398,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 GB DDR4 Ram,RAM,Hynix,399,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 GB DDR4 RAM,RAM,Samsung,400,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
290 GB SSD,SSD,Samsung,401,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 GB DDR4 RAM,Computer Case,Hynix,402,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 Fans Cabinet,Cabinet,Asus,403,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 TB HDD,HDD,Western Digital,404,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
546 GB M.2,SSD,Samsung,405,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3534,CPU,Intel,406,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
50 GB DDR4 RAM,Computer Case,Hynix,407,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 TB HDD,HDD,Seagate,408,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
35 TB SSD,SSD,Samsung,409,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 GB DDR4 Ram,Computer Case,Hynix,410,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 GB DDR4 RAM,RAM,Samsung,411,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
291 GB SSD,SSD,Samsung,412,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
43 GB DDR4 RAM,NIC,Hynix,413,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 Fans Cabinet,Cabinet,Asus,414,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 TB HDD,HDD,Western Digital,415,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
547 GB M.2,SSD,Samsung,416,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3535,CPU,Intel,417,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
51 GB DDR4 RAM,NIC,Hynix,418,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 TB HDD,HDD,Seagate,419,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
36 TB SSD,SSD,Samsung,420,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 GB DDR4 Ram,NIC,Hynix,421,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
43 GB DDR4 RAM,RAM,Samsung,422,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
292 GB SSD,SSD,Samsung,423,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
44 GB DDR4 RAM,RAM,Hynix,424,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 Fans Cabinet,Cabinet,Asus,425,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 TB HDD,HDD,Western Digital,426,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
548 GB M.2,SSD,Samsung,427,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3536,CPU,Intel,428,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
52 GB DDR4 RAM,RAM,Hynix,429,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 TB HDD,HDD,Seagate,430,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
37 TB SSD,SSD,Samsung,431,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 GB DDR4 Ram,RAM,Hynix,432,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
44 GB DDR4 RAM,RAM,Samsung,433,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
293 GB SSD,SSD,Samsung,434,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
45 GB DDR4 RAM,Computer Case,Hynix,435,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 Fans Cabinet,Cabinet,Asus,436,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 TB HDD,HDD,Western Digital,437,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
549 GB M.2,SSD,Samsung,438,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3537,CPU,Intel,439,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
53 GB DDR4 RAM,Computer Case,Hynix,440,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 TB HDD,HDD,Seagate,441,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
38 TB SSD,SSD,Samsung,442,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 GB DDR4 Ram,Computer Case,Hynix,443,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
45 GB DDR4 RAM,RAM,Samsung,444,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
294 GB SSD,SSD,Samsung,445,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
46 GB DDR4 RAM,NIC,Hynix,446,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 Fans Cabinet,Cabinet,Asus,447,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 TB HDD,HDD,Western Digital,448,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
550 GB M.2,SSD,Samsung,449,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3538,CPU,Intel,450,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
54 GB DDR4 RAM,NIC,Hynix,451,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 TB HDD,HDD,Seagate,452,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
39 TB SSD,SSD,Samsung,453,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 GB DDR4 Ram,NIC,Hynix,454,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
46 GB DDR4 RAM,RAM,Samsung,455,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
295 GB SSD,SSD,Samsung,456,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
47 GB DDR4 RAM,RAM,Hynix,457,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 Fans Cabinet,Cabinet,Asus,458,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 TB HDD,HDD,Western Digital,459,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
551 GB M.2,SSD,Samsung,460,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3539,CPU,Intel,461,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
55 GB DDR4 RAM,RAM,Hynix,462,6550.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
41 TB HDD,HDD,Seagate,463,10000.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
40 TB SSD,SSD,Samsung,464,10500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
43 GB DDR4 Ram,RAM,Hynix,465,1680.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
47 GB DDR4 RAM,RAM,Samsung,466,2650.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
296 GB SSD,SSD,Samsung,467,4500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
48 GB DDR4 RAM,Computer Case,Hynix,468,3500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
43 Fans Cabinet,Cabinet,Asus,469,2100.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
42 TB HDD,HDD,Western Digital,470,0.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
552 GB M.2,SSD,Samsung,471,6500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
RYZEN 3rd gen. 3540,CPU,Intel,472,8500.0,2025-03-27 10:11:33.445898,2025-03-27 10:11:33.446891
